ticket_id,category,priority,created_at,resolution_hours
TCK00463,Software,Low,2024-03-26 01:00:00,10.48
TCK00464,Software,Medium,2024-05-04 04:00:00,11.88
TCK00465,Network,High,2024-04-18 14:00:00,54.3
TCK00466,Network,Medium,2024-05-02 00:00:00,56.57
TCK00467,Software,Medium,2024-06-03 03:00:00,27.92
TCK00468,Network,Critical,2024-02-28 07:00:00,12.29
TCK00469,Network,High,2024-02-22 09:00:00,28.29
TCK00470,Network,Low,2024-06-29 20:00:00,36.92
TCK00471,Printer,Low,2024-05-11 14:00:00,6.64
TCK00472,Printer,Medium,2024-02-03 04:00:00,2.58
TCK00473,Software,Low,2024-04-08 00:00:00,4.21
TCK00474,Network,Low,2024-04-09 14:00:00,6.74
TCK00475,Network,Low,2024-05-04 13:00:00,18.75
TCK00476,Network,High,2024-03-04 10:00:00,31.75
TCK00477,Network,High,2024-05-12 02:00:00,11.64
TCK00478,Software,Medium,2024-04-28 02:00:00,9.33
TCK00479,Software,Medium,2024-06-04 10:00:00,5.03
TCK00480,Software,Medium,2024-03-17 21:00:00,22.69
TCK00481,Email,Low,2024-02-10 16:00:00,4.72
TCK00482,Software,Low,2024-02-06 18:00:00,15.55
TCK00483,Printer,Medium,2024-03-08 02:00:00,7.86
TCK00484,Access/Permissions,Medium,2024-04-27 00:00:00,11.14
TCK00485,Software,Medium,2024-06-08 06:00:00,7.12
TCK00486,Printer,Low,2024-03-18 15:00:00,7.08
TCK00487,Printer,Low,2024-04-13 18:00:00,14.94
TCK00488,Printer,Low,2024-04-25 07:00:00,24.75
TCK00489,Email,Low,2024-01-29 23:00:00,5.82
TCK00490,Email,Critical,2024-04-06 07:00:00,8.61
TCK00491,Network,High,2024-04-03 03:00:00,9.39
TCK00492,Access/Permissions,High,2024-04-03 09:00:00,4.64
TCK00493,Network,Medium,2024-03-24 22:00:00,14.81
TCK00494,Hardware,Low,2024-01-08 19:00:00,39.55
TCK00495,Network,High,2024-04-10 22:00:00,39.22
TCK00496,Network,Medium,2024-03-03 09:00:00,8.09
TCK00497,Network,High,2024-02-10 13:00:00,16.05
TCK00498,Network,Low,2024-03-07 04:00:00,29.58
TCK00499,Network,Low,2024-06-09 18:00:00,51.52
TCK00500,Network,High,2024-03-07 05:00:00,30.24
TCK00501,Access/Permissions,High,2024-04-06 03:00:00,3.88
TCK00502,Email,Low,2024-06-03 06:00:00,6.14
TCK00503,Hardware,Low,2024-02-22 16:00:00,25.35
TCK00504,Network,Low,2024-04-07 13:00:00,29.89
TCK00505,Hardware,High,2024-01-28 19:00:00,26.56
TCK00506,Hardware,Low,2024-02-04 02:00:00,25.87
TCK00507,Printer,Low,2024-01-20 14:00:00,7.35
TCK00508,Hardware,Medium,2024-06-20 14:00:00,22.02
TCK00509,Network,Low,2024-05-26 19:00:00,21.21
TCK00510,Network,Low,2024-02-24 20:00:00,24.45
TCK00511,Software,Medium,2024-05-20 14:00:00,9.32
TCK00512,Software,High,2024-02-07 03:00:00,10.39
TCK00513,Hardware,Medium,2024-05-14 21:00:00,19.43
TCK00514,Printer,Low,2024-04-21 04:00:00,11.77
TCK00515,Access/Permissions,Critical,2024-02-09 03:00:00,4.81
TCK00516,Access/Permissions,Low,2024-01-15 19:00:00,9.32
TCK00517,Software,Low,2024-06-01 09:00:00,16.82
TCK00518,Hardware,Low,2024-03-24 13:00:00,17.79
TCK00519,Access/Permissions,Low,2024-06-09 11:00:00,5.61
TCK00520,Network,Medium,2024-01-31 19:00:00,24.92
TCK00521,Software,Low,2024-04-14 16:00:00,9.08
TCK00522,Printer,Low,2024-06-05 20:00:00,7.1
TCK00523,Network,Medium,2024-03-04 12:00:00,16.89
TCK00524,Access/Permissions,Low,2024-06-11 08:00:00,9.26
TCK00525,Printer,Low,2024-06-29 00:00:00,3.04
TCK00526,Network,Low,2024-01-27 19:00:00,31.83
TCK00527,Software,Medium,2024-02-21 17:00:00,17.28
TCK00528,Printer,Low,2024-03-17 23:00:00,8.1
TCK00529,Network,Medium,2024-05-16 06:00:00,30.61
TCK00530,Software,High,2024-01-20 04:00:00,16.64
TCK00531,Access/Permissions,Low,2024-02-14 16:00:00,9.99
TCK00532,Network,Medium,2024-03-07 08:00:00,32.43
TCK00533,Network,Low,2024-04-05 15:00:00,38.13
TCK00534,Printer,Medium,2024-04-25 23:00:00,22.57
TCK00535,Network,High,2024-04-07 21:00:00,26.78
TCK00536,Network,Low,2024-02-16 12:00:00,45.47
TCK00537,Network,Critical,2024-03-05 10:00:00,25.94
TCK00538,Access/Permissions,Low,2024-03-19 18:00:00,5.18
TCK00539,Network,Medium,2024-02-06 05:00:00,29.41
TCK00540,Email,High,2024-05-22 17:00:00,4.56
TCK00541,Hardware,Critical,2024-02-08 17:00:00,10.5
TCK00542,Access/Permissions,Low,2024-06-27 10:00:00,7.09
TCK00543,Access/Permissions,High,2024-05-09 19:00:00,7.62
TCK00544,Software,Low,2024-04-08 17:00:00,10.93
TCK00545,Email,Low,2024-05-02 08:00:00,7.31
TCK00546,Printer,Low,2024-05-18 06:00:00,6.98
TCK00547,Printer,Low,2024-04-20 12:00:00,24.93
TCK00548,Network,Low,2024-05-22 22:00:00,21.95
TCK00549,Hardware,High,2024-01-05 19:00:00,31.56
TCK00550,Printer,High,2024-01-07 09:00:00,1.81
TCK00551,Network,Medium,2024-06-06 18:00:00,15.57
TCK00552,Network,Medium,2024-03-22 16:00:00,40.8
TCK00553,Software,Medium,2024-01-28 12:00:00,29.28
TCK00554,Hardware,High,2024-03-31 19:00:00,17.04
TCK00555,Printer,Medium,2024-05-12 12:00:00,3.3
TCK00556,Printer,Low,2024-05-29 00:00:00,9.92
TCK00557,Network,High,2024-02-27 22:00:00,34.45
TCK00558,Access/Permissions,High,2024-06-18 17:00:00,6.77
TCK00559,Software,Medium,2024-05-15 12:00:00,8.57
TCK00560,Network,High,2024-02-04 08:00:00,7.66
TCK00561,Network,Medium,2024-06-11 08:00:00,12.56
TCK00562,Network,Medium,2024-06-18 03:00:00,12.57
TCK00563,Access/Permissions,Medium,2024-05-15 00:00:00,4.55
TCK00564,Network,Medium,2024-01-09 13:00:00,49.79
TCK00565,Network,Critical,2024-06-07 19:00:00,58.31
TCK00566,Network,Medium,2024-05-16 09:00:00,7.29
TCK00567,Network,Medium,2024-02-10 16:00:00,38.76
TCK00568,Access/Permissions,High,2024-04-26 16:00:00,1.78
TCK00569,Software,Medium,2024-04-15 16:00:00,5.33
TCK00570,Network,High,2024-02-11 22:00:00,23.82
TCK00571,Access/Permissions,High,2024-06-01 16:00:00,4.22
TCK00572,Network,Low,2024-01-24 08:00:00,19.84
TCK00573,Software,High,2024-06-22 08:00:00,11.1
TCK00574,Hardware,High,2024-01-16 08:00:00,3.44
TCK00575,Printer,Low,2024-04-29 17:00:00,14.51
TCK00576,Software,Medium,2024-02-11 08:00:00,15.42
TCK00577,Network,Medium,2024-05-21 23:00:00,22.97
TCK00578,Software,Medium,2024-03-02 17:00:00,14.61
TCK00579,Access/Permissions,Medium,2024-03-05 01:00:00,6.66
TCK00580,Network,Medium,2024-06-03 01:00:00,42.2
TCK00581,Printer,Low,2024-01-05 16:00:00,7.74
TCK00582,Hardware,High,2024-01-22 12:00:00,13.76
TCK00583,Hardware,Low,2024-05-09 08:00:00,11.3
TCK00584,Network,Low,2024-04-18 14:00:00,7.37
TCK00585,Printer,High,2024-04-11 14:00:00,3.48
TCK00586,Access/Permissions,Low,2024-04-25 01:00:00,7.22
TCK00587,Network,Medium,2024-01-09 09:00:00,23.08
TCK00588,Access/Permissions,Medium,2024-06-07 10:00:00,2.85
TCK00589,Network,Medium,2024-01-09 15:00:00,42.01
TCK00590,Network,Medium,2024-06-28 18:00:00,78.12
TCK00591,Printer,Low,2024-04-01 11:00:00,19.32
TCK00592,Network,Low,2024-03-13 14:00:00,55.09
TCK00593,Software,Medium,2024-06-23 19:00:00,37.16
TCK00594,Printer,Low,2024-02-22 23:00:00,4.1
TCK00595,Access/Permissions,Medium,2024-01-12 19:00:00,1.97
TCK00596,Software,High,2024-05-25 11:00:00,28.27
TCK00597,Software,Medium,2024-01-08 07:00:00,12.25
TCK00598,Network,High,2024-02-26 20:00:00,77.95
TCK00599,Software,Low,2024-06-02 04:00:00,17.43
TCK00600,Software,Medium,2024-06-16 09:00:00,8.99
TCK00601,Printer,Medium,2024-04-26 00:00:00,9.36
TCK00602,Network,Low,2024-04-03 18:00:00,65.32
TCK00603,Access/Permissions,Low,2024-02-25 07:00:00,4.41
TCK00604,Printer,Medium,2024-04-08 14:00:00,2.91
TCK00605,Access/Permissions,Medium,2024-06-08 05:00:00,6.04
TCK00606,Email,Medium,2024-04-16 12:00:00,8.05
TCK00607,Hardware,High,2024-03-19 01:00:00,52.13
TCK00608,Software,Medium,2024-01-31 21:00:00,3.75
TCK00609,Printer,Low,2024-01-03 14:00:00,1.6
TCK00610,Software,Low,2024-01-06 14:00:00,12.34
TCK00611,Network,High,2024-05-04 05:00:00,16.91
TCK00612,Network,Low,2024-02-08 12:00:00,41.77
TCK00613,Access/Permissions,Low,2024-06-22 12:00:00,6.52
TCK00614,Printer,Medium,2024-05-30 06:00:00,12.98
TCK00615,Printer,High,2024-04-17 23:00:00,4.46
TCK00616,Email,Medium,2024-02-20 00:00:00,6.66
TCK00617,Network,Medium,2024-03-30 20:00:00,26.81
TCK00618,Network,High,2024-01-04 14:00:00,29.62
TCK00619,Software,Medium,2024-05-17 22:00:00,13.74
TCK00620,Network,Medium,2024-03-09 15:00:00,28.54
TCK00621,Network,Low,2024-01-21 18:00:00,66.51
TCK00622,Hardware,Low,2024-05-04 03:00:00,13.63
TCK00623,Network,Low,2024-01-07 02:00:00,21.53
TCK00624,Access/Permissions,Medium,2024-04-10 10:00:00,1.0
TCK00625,Software,Medium,2024-01-19 16:00:00,26.61
TCK00626,Network,Medium,2024-03-21 00:00:00,36.67
TCK00627,Software,Low,2024-05-03 20:00:00,38.17
TCK00628,Printer,Medium,2024-02-26 04:00:00,12.26
TCK00629,Printer,High,2024-05-31 21:00:00,14.75
TCK00630,Network,Medium,2024-06-03 04:00:00,40.37
TCK00631,Access/Permissions,Medium,2024-03-17 23:00:00,2.81
TCK00632,Email,High,2024-04-16 02:00:00,3.47
TCK00633,Software,High,2024-06-16 00:00:00,7.99
TCK00634,Software,Low,2024-03-28 16:00:00,10.46
TCK00635,Printer,Low,2024-04-29 16:00:00,13.55
TCK00636,Software,Medium,2024-04-09 06:00:00,11.94
TCK00637,Access/Permissions,Medium,2024-04-19 05:00:00,3.68
TCK00638,Hardware,Low,2024-04-21 02:00:00,14.27
TCK00639,Printer,Medium,2024-01-28 22:00:00,11.63
TCK00640,Email,Medium,2024-03-22 11:00:00,5.81
TCK00641,Access/Permissions,High,2024-05-21 01:00:00,11.64
TCK00642,Network,Low,2024-01-02 19:00:00,16.54
TCK00643,Printer,Medium,2024-04-12 00:00:00,10.88
TCK00644,Software,Medium,2024-02-03 11:00:00,13.52
TCK00645,Network,Medium,2024-01-03 05:00:00,50.5
TCK00646,Software,Low,2024-02-09 18:00:00,21.1
TCK00647,Software,Low,2024-01-16 10:00:00,20.22
TCK00648,Access/Permissions,High,2024-01-16 23:00:00,12.63
TCK00649,Access/Permissions,Low,2024-06-26 03:00:00,17.78
TCK00650,Network,Medium,2024-05-02 22:00:00,43.05
TCK00651,Email,High,2024-02-26 19:00:00,1.86
TCK00652,Access/Permissions,Low,2024-02-02 00:00:00,1.49
TCK00653,Printer,High,2024-04-29 19:00:00,6.8
TCK00654,Access/Permissions,Low,2024-03-28 15:00:00,5.56
TCK00655,Software,Medium,2024-04-09 02:00:00,4.41
TCK00656,Access/Permissions,Critical,2024-05-19 11:00:00,7.55
TCK00657,Software,Medium,2024-05-24 15:00:00,22.19
TCK00658,Network,Low,2024-06-06 02:00:00,22.12
TCK00659,Network,Low,2024-01-07 21:00:00,48.95
TCK00660,Printer,Medium,2024-06-08 23:00:00,14.48
TCK00661,Printer,Medium,2024-04-17 16:00:00,22.54
TCK00662,Software,Medium,2024-05-26 17:00:00,7.19
TCK00663,Software,High,2024-04-17 19:00:00,28.16
TCK00664,Network,Critical,2024-04-27 19:00:00,49.97
TCK00665,Printer,Medium,2024-06-14 18:00:00,7.91
TCK00666,Hardware,High,2024-02-15 18:00:00,16.01
TCK00667,Access/Permissions,Medium,2024-04-14 09:00:00,2.16
TCK00668,Access/Permissions,High,2024-03-10 22:00:00,2.08
TCK00669,Network,Medium,2024-06-15 16:00:00,82.39
TCK00670,Access/Permissions,High,2024-02-17 13:00:00,7.5
TCK00671,Printer,High,2024-03-18 09:00:00,9.38
TCK00672,Network,High,2024-03-08 02:00:00,7.16
TCK00673,Network,Medium,2024-04-09 11:00:00,49.28
TCK00674,Printer,Medium,2024-04-16 22:00:00,10.37
TCK00675,Hardware,High,2024-05-18 15:00:00,16.01
TCK00676,Printer,Low,2024-02-22 09:00:00,13.04
TCK00677,Printer,High,2024-06-09 16:00:00,18.74
TCK00678,Printer,Low,2024-03-05 10:00:00,6.21
TCK00679,Software,Low,2024-04-25 15:00:00,26.04
TCK00680,Network,Low,2024-06-14 10:00:00,20.5
TCK00681,Network,Low,2024-01-28 01:00:00,19.52
TCK00682,Hardware,Medium,2024-06-21 03:00:00,22.57
TCK00683,Hardware,High,2024-06-14 06:00:00,11.14
TCK00684,Network,High,2024-06-20 02:00:00,55.4
TCK00685,Software,Medium,2024-03-21 23:00:00,14.72
TCK00686,Network,Medium,2024-05-14 00:00:00,32.11
TCK00687,Access/Permissions,Low,2024-01-10 09:00:00,5.21
TCK00688,Access/Permissions,Medium,2024-05-23 10:00:00,5.92
TCK00689,Printer,Low,2024-02-05 04:00:00,3.91
TCK00690,Software,Medium,2024-02-21 10:00:00,7.28
TCK00691,Network,Medium,2024-01-08 18:00:00,32.44
TCK00692,Network,Low,2024-02-05 08:00:00,27.37
TCK00693,Software,High,2024-05-13 11:00:00,25.76
TCK00694,Printer,Medium,2024-05-15 18:00:00,9.11
TCK00695,Network,Low,2024-04-26 01:00:00,12.46
TCK00696,Software,Medium,2024-04-05 14:00:00,5.78
TCK00697,Email,Medium,2024-01-30 02:00:00,5.07
TCK00698,Access/Permissions,Medium,2024-06-11 20:00:00,7.22
TCK00699,Network,High,2024-05-28 06:00:00,13.67
TCK00700,Access/Permissions,Medium,2024-05-04 09:00:00,7.28
TCK00701,Network,Medium,2024-02-07 22:00:00,52.19
TCK00702,Network,Low,2024-06-24 04:00:00,29.05
TCK00703,Email,Medium,2024-03-04 08:00:00,6.2
TCK00704,Access/Permissions,Medium,2024-04-26 21:00:00,1.94
TCK00705,Hardware,High,2024-04-27 20:00:00,29.84
TCK00706,Software,Low,2024-01-06 22:00:00,19.08
TCK00707,Software,Medium,2024-04-11 07:00:00,12.88
TCK00708,Printer,Low,2024-04-26 02:00:00,5.74
TCK00709,Network,Low,2024-03-03 16:00:00,28.87
TCK00710,Printer,Medium,2024-05-17 15:00:00,8.43
TCK00711,Network,Medium,2024-03-03 16:00:00,40.97
TCK00712,Printer,Medium,2024-01-21 12:00:00,3.68
TCK00713,Software,High,2024-06-29 02:00:00,3.55
TCK00714,Network,Low,2024-02-06 06:00:00,17.32
TCK00715,Software,Medium,2024-06-18 13:00:00,20.36
TCK00716,Software,Medium,2024-06-05 03:00:00,4.18
TCK00717,Network,Medium,2024-05-12 08:00:00,15.47
TCK00718,Network,Low,2024-03-22 17:00:00,5.9
TCK00719,Printer,High,2024-06-15 21:00:00,9.69
TCK00720,Printer,Medium,2024-02-23 01:00:00,3.59
TCK00721,Network,High,2024-02-08 03:00:00,35.04
TCK00722,Email,High,2024-04-14 15:00:00,10.0
TCK00723,Software,High,2024-04-09 22:00:00,24.86
TCK00724,Network,Low,2024-02-22 21:00:00,16.71
TCK00725,Network,Low,2024-01-27 03:00:00,32.85
TCK00726,Network,Medium,2024-01-11 09:00:00,18.4
TCK00727,Access/Permissions,Medium,2024-02-10 23:00:00,5.74
TCK00728,Hardware,Medium,2024-03-23 19:00:00,8.01
TCK00729,Network,High,2024-03-11 06:00:00,16.3
TCK00730,Printer,Low,2024-06-28 02:00:00,19.21
TCK00731,Network,Medium,2024-01-13 22:00:00,16.42
TCK00732,Network,High,2024-01-15 23:00:00,22.81
TCK00733,Access/Permissions,Medium,2024-06-15 22:00:00,6.22
TCK00734,Printer,High,2024-06-14 01:00:00,3.33
TCK00735,Network,High,2024-03-12 15:00:00,20.23
TCK00736,Access/Permissions,Medium,2024-03-09 04:00:00,4.87
TCK00737,Network,Medium,2024-03-01 09:00:00,34.31
TCK00738,Hardware,Medium,2024-06-05 14:00:00,20.63
TCK00739,Software,Low,2024-01-07 21:00:00,4.09
TCK00740,Network,Medium,2024-05-26 12:00:00,2.0
TCK00741,Access/Permissions,High,2024-04-12 14:00:00,6.79
TCK00742,Printer,Medium,2024-05-08 04:00:00,7.12
TCK00743,Network,Medium,2024-02-28 19:00:00,65.87
TCK00744,Hardware,Low,2024-06-20 10:00:00,21.41
TCK00745,Network,Medium,2024-04-12 18:00:00,40.12
TCK00746,Printer,High,2024-06-25 16:00:00,1.57
TCK00747,Printer,Medium,2024-05-13 20:00:00,25.74
TCK00748,Network,Low,2024-02-03 15:00:00,73.03
TCK00749,Email,Low,2024-02-24 11:00:00,11.63
TCK00750,Network,Critical,2024-04-01 22:00:00,29.38
TCK00751,Network,High,2024-05-28 23:00:00,4.19
TCK00752,Network,Low,2024-05-17 13:00:00,17.24
TCK00753,Access/Permissions,Medium,2024-06-02 09:00:00,4.42
TCK00754,Software,High,2024-04-15 21:00:00,14.65
TCK00755,Access/Permissions,Medium,2024-05-14 01:00:00,6.4
TCK00756,Printer,Low,2024-06-14 02:00:00,2.41
TCK00757,Email,Medium,2024-03-02 11:00:00,2.75
TCK00758,Email,Medium,2024-02-20 16:00:00,2.87
TCK00759,Email,Low,2024-04-27 02:00:00,3.98
TCK00760,Network,Low,2024-02-16 02:00:00,10.02
TCK00761,Hardware,Medium,2024-06-20 21:00:00,11.95
TCK00762,Software,High,2024-05-28 09:00:00,15.22
TCK00763,Hardware,Low,2024-03-22 16:00:00,10.97
TCK00764,Printer,High,2024-05-02 22:00:00,6.95
TCK00765,Network,High,2024-02-10 17:00:00,6.06
TCK00766,Software,Low,2024-01-18 22:00:00,25.44
TCK00767,Access/Permissions,Medium,2024-04-07 02:00:00,12.25
TCK00768,Software,Low,2024-03-26 19:00:00,15.85
TCK00769,Network,Low,2024-01-20 08:00:00,38.45
TCK00770,Network,Medium,2024-03-19 12:00:00,18.67
TCK00771,Network,Low,2024-02-10 09:00:00,42.9
TCK00772,Access/Permissions,Medium,2024-06-16 05:00:00,6.63
TCK00773,Network,Low,2024-03-27 10:00:00,28.33
TCK00774,Hardware,Medium,2024-06-28 23:00:00,26.07
TCK00775,Network,Low,2024-01-02 20:00:00,48.46
TCK00776,Printer,Low,2024-01-29 19:00:00,5.49
TCK00777,Network,Low,2024-05-21 22:00:00,36.02
TCK00778,Hardware,Low,2024-06-05 04:00:00,27.55
TCK00779,Network,Critical,2024-03-31 22:00:00,52.5
TCK00780,Software,Critical,2024-01-12 23:00:00,7.82
TCK00781,Hardware,Medium,2024-04-08 11:00:00,16.09
TCK00782,Network,Medium,2024-03-31 16:00:00,77.88
TCK00783,Network,Medium,2024-06-13 14:00:00,13.94
TCK00784,Network,High,2024-02-17 03:00:00,17.07
TCK00785,Network,Low,2024-01-01 11:00:00,13.38
TCK00786,Software,High,2024-02-05 04:00:00,10.0
TCK00787,Access/Permissions,Low,2024-02-22 21:00:00,6.31
TCK00788,Network,Medium,2024-04-02 01:00:00,13.57
TCK00789,Software,Medium,2024-03-19 09:00:00,5.94
TCK00790,Network,Low,2024-03-11 14:00:00,71.64
TCK00791,Hardware,High,2024-04-20 20:00:00,37.74
TCK00792,Network,Low,2024-03-13 23:00:00,72.9
TCK00793,Printer,Medium,2024-06-21 03:00:00,2.46
TCK00794,Software,Medium,2024-01-28 14:00:00,20.37
TCK00795,Network,Low,2024-04-22 20:00:00,51.77
TCK00796,Access/Permissions,Low,2024-05-13 21:00:00,13.24
TCK00797,Network,High,2024-05-24 16:00:00,16.08
TCK00798,Access/Permissions,High,2024-06-21 10:00:00,6.33
TCK00799,Access/Permissions,Medium,2024-06-23 02:00:00,10.97
TCK00800,Access/Permissions,Critical,2024-04-25 18:00:00,6.11
TCK00801,Network,Low,2024-06-18 22:00:00,25.61
TCK00802,Network,High,2024-03-23 18:00:00,32.39
TCK00803,Network,Low,2024-06-15 12:00:00,31.35
TCK00804,Hardware,Medium,2024-04-24 20:00:00,28.75
TCK00805,Access/Permissions,Medium,2024-05-11 00:00:00,4.34
TCK00806,Network,High,2024-05-26 08:00:00,54.82
TCK00807,Software,Medium,2024-06-12 13:00:00,7.62
TCK00808,Software,Low,2024-06-15 06:00:00,7.71
TCK00809,Software,Low,2024-06-28 10:00:00,7.56
TCK00810,Network,High,2024-04-20 17:00:00,25.94
TCK00811,Access/Permissions,Low,2024-02-21 19:00:00,12.39
TCK00812,Software,Medium,2024-03-22 00:00:00,17.35
TCK00813,Email,Low,2024-05-31 10:00:00,3.5
TCK00814,Access/Permissions,Low,2024-02-15 18:00:00,4.84
TCK00815,Access/Permissions,Low,2024-05-22 11:00:00,6.08
TCK00816,Hardware,Low,2024-04-27 21:00:00,8.2
TCK00817,Access/Permissions,Critical,2024-03-14 21:00:00,2.38
TCK00818,Printer,Medium,2024-04-21 01:00:00,2.25
TCK00819,Software,Medium,2024-01-22 01:00:00,13.81
TCK00820,Network,Medium,2024-01-17 06:00:00,35.91
TCK00821,Network,High,2024-01-29 00:00:00,22.35
TCK00822,Access/Permissions,Low,2024-01-31 09:00:00,2.76
TCK00823,Network,Medium,2024-06-08 20:00:00,14.99
TCK00824,Access/Permissions,Medium,2024-01-22 03:00:00,2.63
TCK00825,Software,High,2024-05-09 06:00:00,7.52
TCK00826,Access/Permissions,Medium,2024-06-03 19:00:00,5.92
TCK00827,Network,High,2024-01-29 20:00:00,37.63
TCK00828,Printer,Low,2024-03-13 07:00:00,3.98
TCK00829,Software,Medium,2024-03-27 16:00:00,15.74
TCK00830,Hardware,High,2024-02-05 03:00:00,11.67
TCK00831,Network,Low,2024-01-12 06:00:00,22.11
TCK00832,Network,Low,2024-03-14 19:00:00,27.81
TCK00833,Printer,High,2024-02-07 02:00:00,2.07
TCK00834,Software,High,2024-03-31 21:00:00,22.44
TCK00835,Software,Low,2024-06-25 15:00:00,11.62
TCK00836,Network,Medium,2024-02-09 17:00:00,28.7
TCK00837,Network,Medium,2024-05-10 04:00:00,8.56
TCK00838,Network,Medium,2024-03-20 06:00:00,28.89
TCK00839,Access/Permissions,Low,2024-01-02 10:00:00,4.93
TCK00840,Software,Medium,2024-06-19 06:00:00,8.64
TCK00841,Software,Low,2024-01-24 04:00:00,22.35
TCK00842,Network,Low,2024-02-12 08:00:00,37.89
TCK00843,Software,Medium,2024-04-06 09:00:00,16.88
TCK00844,Printer,Low,2024-06-18 00:00:00,11.6
TCK00845,Network,Low,2024-06-25 05:00:00,40.78
TCK00846,Printer,Low,2024-02-18 12:00:00,6.78
TCK00847,Network,Low,2024-02-14 23:00:00,19.29
TCK00848,Software,Medium,2024-04-25 19:00:00,6.22
TCK00849,Printer,Medium,2024-05-25 23:00:00,5.73
TCK00850,Software,Low,2024-06-25 19:00:00,16.62
TCK00851,Software,Medium,2024-03-18 06:00:00,8.79
TCK00852,Software,Medium,2024-05-26 06:00:00,16.68
TCK00853,Network,Medium,2024-05-02 06:00:00,21.37
TCK00854,Network,Low,2024-06-07 11:00:00,65.53
TCK00855,Email,High,2024-01-06 06:00:00,1.18
TCK00856,Software,Medium,2024-02-26 22:00:00,8.02
TCK00857,Access/Permissions,Critical,2024-04-30 07:00:00,5.68
TCK00858,Printer,High,2024-03-14 15:00:00,6.86
TCK00859,Network,Medium,2024-02-27 07:00:00,13.43
TCK00860,Software,Medium,2024-05-17 08:00:00,5.77
TCK00861,Network,Low,2024-01-29 09:00:00,37.16
TCK00862,Network,Medium,2024-02-27 02:00:00,38.02
TCK00863,Access/Permissions,Medium,2024-05-15 08:00:00,13.51
TCK00864,Network,Medium,2024-05-24 16:00:00,14.2
TCK00865,Hardware,High,2024-04-18 05:00:00,22.23
TCK00866,Network,Low,2024-02-27 10:00:00,14.62
TCK00867,Network,Medium,2024-06-26 00:00:00,56.1
TCK00868,Printer,Medium,2024-03-14 09:00:00,15.26
TCK00869,Network,Low,2024-06-15 02:00:00,35.39
TCK00870,Network,High,2024-01-15 08:00:00,78.59
TCK00871,Software,Low,2024-04-18 06:00:00,25.6
TCK00872,Email,Medium,2024-01-12 09:00:00,2.76
TCK00873,Network,Medium,2024-04-21 04:00:00,8.42
TCK00874,Printer,Low,2024-05-18 20:00:00,21.42
TCK00875,Printer,Critical,2024-05-15 20:00:00,12.29
TCK00876,Printer,Low,2024-02-17 12:00:00,2.0
TCK00877,Network,Medium,2024-03-15 05:00:00,12.85
TCK00878,Network,Critical,2024-02-18 22:00:00,8.59
TCK00879,Network,Low,2024-02-02 19:00:00,9.77
TCK00880,Network,Medium,2024-05-08 12:00:00,72.11
TCK00881,Hardware,Low,2024-05-02 05:00:00,7.77
TCK00882,Software,Medium,2024-03-03 02:00:00,19.81
TCK00883,Email,High,2024-03-04 03:00:00,4.57
TCK00884,Printer,Low,2024-05-01 13:00:00,7.1
TCK00885,Printer,Low,2024-06-01 07:00:00,8.28
TCK00886,Software,Medium,2024-02-24 00:00:00,19.41
TCK00887,Access/Permissions,Low,2024-02-08 01:00:00,4.05
TCK00888,Access/Permissions,Low,2024-04-09 02:00:00,2.59
TCK00889,Email,High,2024-01-29 15:00:00,4.52
TCK00890,Access/Permissions,High,2024-03-16 11:00:00,9.06
TCK00891,Printer,Medium,2024-02-25 15:00:00,5.02
TCK00892,Software,Medium,2024-01-26 15:00:00,11.98
TCK00893,Email,Medium,2024-01-29 17:00:00,4.33
TCK00894,Software,Low,2024-04-04 00:00:00,24.91
TCK00895,Access/Permissions,Low,2024-01-05 19:00:00,4.85
TCK00896,Access/Permissions,High,2024-05-02 11:00:00,3.68
TCK00897,Printer,Low,2024-03-07 21:00:00,9.74
TCK00898,Printer,Low,2024-06-01 14:00:00,13.94
TCK00899,Network,Low,2024-02-12 16:00:00,16.44
TCK00900,Network,Medium,2024-02-16 01:00:00,46.86
TCK00901,Software,Low,2024-05-31 15:00:00,11.28
TCK00902,Software,Medium,2024-02-13 13:00:00,16.75
TCK00903,Hardware,Medium,2024-01-19 09:00:00,11.7
TCK00904,Printer,Medium,2024-02-05 21:00:00,12.55
TCK00905,Network,Low,2024-03-01 09:00:00,24.72
TCK00906,Network,High,2024-04-23 09:00:00,29.18
TCK00907,Software,Low,2024-05-18 19:00:00,10.37
TCK00908,Network,Medium,2024-04-02 00:00:00,18.2
TCK00909,Printer,Low,2024-05-01 17:00:00,9.72
TCK00910,Software,Low,2024-04-24 05:00:00,7.88
TCK00911,Software,High,2024-02-08 06:00:00,2.66
TCK00912,Network,Medium,2024-06-06 11:00:00,26.5
TCK00913,Access/Permissions,Low,2024-01-09 00:00:00,6.36
TCK00914,Hardware,High,2024-03-16 20:00:00,8.22
TCK00915,Hardware,Low,2024-04-24 02:00:00,32.47
TCK00916,Printer,Low,2024-01-11 00:00:00,8.58
TCK00917,Hardware,Low,2024-01-26 10:00:00,7.36
TCK00918,Software,Critical,2024-03-31 13:00:00,2.38
TCK00919,Printer,Low,2024-06-08 14:00:00,7.59
TCK00920,Network,Medium,2024-02-21 06:00:00,20.86
TCK00921,Network,Low,2024-05-12 17:00:00,31.66
TCK00922,Email,Medium,2024-03-22 12:00:00,4.2
TCK00923,Network,Medium,2024-02-14 21:00:00,10.65
